,UpdateTime,AZ,EL,Range,Position_lat_,Position_lon_,Position_altMSL_,Speed,RadialVelocity,UUID,Label
8457,2023-11-16T14:46:11.398547Z,221.8315652,10.37191113,760.7327616,38.89123503,-86.85314796,368.0,21.61806679,-14.980546,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8458,2023-11-16T14:46:11.630519Z,222.1304819,10.42327711,757.0275177,38.89128372,-86.85315228,368.0,21.40773582,-15.04180431,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8459,2023-11-16T14:46:11.839230Z,222.3524803,10.46783043,753.8432634,38.89132274,-86.85315176,368.0,21.40773582,-14.97897816,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8460,2023-11-16T14:46:12.102619Z,222.6483463,10.51077677,750.7995813,38.89136654,-86.85316012,368.0,20.96440887,-15.10507584,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8461,2023-11-16T14:46:12.387304Z,222.9441733,10.64478414,746.8709821,38.89141745,-86.85315951,369.0,20.98058701,-15.05886936,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8462,2023-11-16T14:46:12.586298Z,223.1600181,10.61445449,743.5536266,38.8914554,-86.85315767,368.0,20.9490509,-15.09953117,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8463,2023-11-16T14:46:12.851570Z,223.4058437,10.67356142,739.4859723,38.89150185,-86.8531512,368.0,20.63419914,-15.00379753,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8464,2023-11-16T14:46:13.046990Z,223.5365507,10.63847544,736.4815585,38.89153085,-86.85314229,367.0,20.0692482,-14.99414253,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8465,2023-11-16T14:46:13.250807Z,223.7517612,10.68259683,733.4767425,38.89156765,-86.8531406,367.0,20.0692482,-14.94454765,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8466,2023-11-16T14:46:13.455239Z,223.862208,10.72470199,730.6323566,38.89159511,-86.85312904,367.0,19.55483055,-14.97375298,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8467,2023-11-16T14:46:13.659495Z,224.0678104,10.76898829,727.6647964,38.89163077,-86.8531262,367.0,19.55483055,-14.92929077,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8468,2023-11-16T14:46:13.864207Z,224.3172074,10.8965655,724.53846,38.89167206,-86.85312474,368.0,19.84053802,-14.95606518,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8469,2023-11-16T14:46:14.067868Z,224.5311764,10.94235981,721.5447678,38.89170839,-86.85312197,368.0,19.84053802,-14.90788174,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8470,2023-11-16T14:46:14.272213Z,224.8954691,11.00010525,717.8055706,38.89176123,-86.85312788,368.0,20.68555641,-14.84880066,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8471,2023-11-16T14:46:14.475853Z,225.1295772,11.04748575,714.7668546,38.89179925,-86.85312606,368.0,20.68555641,-14.78949165,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8472,2023-11-16T14:46:14.680855Z,225.3978735,11.09732902,711.5983615,38.89184069,-86.85312621,368.0,20.84241676,-14.7941246,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8473,2023-11-16T14:46:14.884505Z,225.6395782,11.14525474,708.5786308,38.891879,-86.85312465,368.0,20.84241676,-14.73194695,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8474,2023-11-16T14:46:15.088811Z,225.9345487,11.28788799,704.8501129,38.89192717,-86.85312029,369.0,21.41279984,-14.76712894,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8475,2023-11-16T14:46:15.292887Z,226.1856803,11.33812382,701.7694924,38.89196641,-86.8531184,369.0,21.41279984,-14.69714832,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8476,2023-11-16T14:46:15.499204Z,226.4173602,11.39960959,698.0361225,38.89200817,-86.85310876,369.0,21.65114403,-14.63616753,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8477,2023-11-16T14:46:15.701141Z,226.6709388,11.45137305,694.9243805,38.8920476,-86.85310615,369.0,21.65114403,-14.56142807,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8478,2023-11-16T14:46:15.905546Z,226.8167941,11.50255541,691.8752248,38.89207815,-86.8530937,369.0,21.13237572,-14.54060841,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
8479,2023-11-16T14:46:16.109354Z,227.0646098,11.55459138,688.8031247,38.89211669,-86.85309032,369.0,21.13237572,-14.47095394,351a8c94-e765-4a9d-8b80-f8bb2cf745ed,1
